245 303
224 467
235 605
304 286
191 461
189 461
267 459
253 437
191 360
339 434
212 518
230 437
198 464
277 461
214 432
187 427
274 592
335 273
187 492
226 585
353 468
259 464
297 611
301 621
262 597
184 607
305 466
273 622
377 272
272 449
313 280
227 602
201 549
340 467
209 288
201 526
214 280
192 479
239 597
353 279
196 420
198 369
199 402
195 565
355 279
222 290
195 320
347 594
202 287
278 455
200 589
226 609
214 510
218 485
227 453
198 591
185 413
334 309
281 601
190 419
224 562
273 438
340 456
354 460
307 286
351 441
257 273
211 425
219 618
321 309
213 336
267 435
186 322
218 352
260 468
250 276
209 277
189 314
328 614
209 323
220 294
192 280
292 605
228 447
276 293
199 330
203 374
291 273
246 594
196 316
247 290
361 280
192 429
358 464
191 413
205 604
337 615
215 629
313 601
361 613
244 445
217 594
202 434
232 443
189 317
228 550
241 436
223 601
199 294
202 549
374 301
273 451
240 295
183 613
301 283
195 309
349 463
229 512
194 345
252 449
213 342
345 281
194 326
225 460
203 310
191 276
235 622
200 403
242 280
222 518
330 595
318 298
241 297
186 523
311 471
224 490
183 505
285 281
315 594
200 501
314 282
245 465
236 443
208 537
195 593
217 398
259 458
186 304
275 625
211 625
282 301
223 583
376 302
185 444
214 630
188 359
303 615
298 289
226 534
228 545
359 605
186 410
194 483
342 463
221 469
281 633
227 589
197 421
354 273
224 358
223 415
300 436
281 470
344 275
272 448
229 478
359 444
361 596
365 606
345 606
193 364
351 290
218 581
194 280
184 563
213 375
184 332
363 290
217 554
297 459
277 611
218 565
271 294
236 437
310 451
217 315
229 409
256 298
194 614
335 600
208 492
206 298
322 453
200 483
224 600
190 296
191 600
358 300
222 353
342 631
284 466
336 599
240 620
258 475
239 280
188 584
223 275
202 510
330 455
254 287
323 618
334 613
191 617
255 289
217 438
193 415
194 341
228 407
187 415
326 309
368 622
226 469
187 495
202 614
265 290
191 299
201 604
201 541
260 437
281 449
226 521
292 287
340 274
202 389
320 446
242 287
288 469
213 386
341 283
184 633
245 278
291 627
218 429
223 536
322 467
187 443
223 362
203 445
263 625
300 624
313 625
282 462
302 278
318 289
193 307
183 618
329 619
226 503
297 631
289 443
306 464
300 605
310 435
350 472
274 304
198 402
201 370
225 302
263 612
226 507
236 441
365 280
344 274
197 356
281 620
217 476
213 407
227 438
187 334
313 475
193 297
355 614
326 273
209 281
305 444
292 609
326 292
248 291
354 298
183 434
317 464
291 453
195 382
203 595
201 316
238 300
248 306
241 458
362 277
188 345
196 348
212 351
198 601
228 500
264 446
229 302
185 458
202 403
294 282
216 433
314 474
188 419
223 294
236 600
290 619
331 624
356 300
282 595
205 492
345 610
239 609
212 514
356 452
204 589
208 449
354 633
200 535
288 287
200 445
208 556
273 450
310 444
304 452
313 303
209 559
275 602
340 290
297 446
186 554
257 594
344 610
306 278
336 459
215 567
378 281
197 342
259 299
237 442
208 314
208 567
357 593
204 476
203 507
215 284
259 631
271 452
214 345
239 614
203 609
196 573
346 593
207 576
248 609
200 488
230 292
195 459
215 552
204 556
347 462
196 295
