330 476
310 622
283 472
315 376
533 434
705 262
136 657
403 596
160 692
394 508
456 578
467 531
362 405
206 521
389 605
686 86
363 547
162 649
276 403
502 480
253 444
91 513
307 381
505 317
140 433
498 339
543 452
708 87
420 518
488 353
156 695
551 291
406 594
141 688
445 288
692 117
587 237
226 575
382 592
67 700
502 492
362 486
163 638
460 680
90 720
724 194
552 302
447 671
285 440
498 334
712 165
508 574
188 452
467 641
412 345
409 546
431 335
486 421
664 280
403 451
393 588
104 657
697 248
218 480
630 141
321 549
187 709
401 515
471 616
168 437
274 417
551 388
320 594
617 233
309 689
229 668
481 577
177 625
401 539
338 398
391 570
681 258
266 516
160 485
188 723
209 512
214 634
360 441
348 454
522 504
486 312
212 652
400 414
335 676
413 658
503 441
176 555
374 509
337 545
166 449
712 269
445 478
389 634
462 341
441 362
713 92
338 467
236 598
205 424
379 703
370 415
250 725
129 556
627 238
115 683
627 315
431 599
223 517
238 491
138 595
689 174
303 466
410 609
325 642
477 566
568 295
291 574
460 633
397 412
352 626
650 213
508 435
715 175
285 445
597 253
314 499
477 420
627 157
701 226
404 695
139 685
311 703
578 422
251 521
513 333
296 640
332 420
284 563
280 497
311 384
446 306
301 459
355 706
352 539
119 486
456 624
298 578
705 287
108 432
472 413
512 365
395 723
323 745
224 477
186 722
318 504
557 361
718 170
265 450
365 544
227 690
78 713
219 514
724 112
482 682
253 602
131 684
174 621
158 464
562 354
238 664
196 657
