324 277
215 552
321 500
328 526
325 517
206 405
308 458
359 282
321 547
312 283
227 589
345 298
148 459
343 289
310 499
164 376
134 331
287 413
157 348
378 231
341 461
188 577
139 566
322 338
239 560
270 347
168 290
327 433
133 276
264 387
387 230
169 448
152 421
289 539
142 573
280 349
223 565
253 572
298 407
169 290
153 265
322 524
132 286
176 541
327 520
305 568
316 455
297 523
144 419
159 382
306 294
232 566
153 513
338 476
285 356
161 423
277 367
258 573
271 581
152 364
267 423
178 584
340 506
282 555
203 396
265 583
319 518
157 263
172 317
305 568
198 565
161 483
152 491
290 562
149 413
135 492
173 308
177 372
168 306
145 491
327 493
136 555
165 405
333 287
319 556
312 522
178 361
164 306
321 517
148 251
332 538
161 332
205 394
286 349
177 468
172 534
367 238
151 485
174 439
345 288
241 554
331 303
214 564
164 504
178 340
214 551
178 306
158 246
244 375
303 365
147 355
140 462
139 298
173 300
331 501
371 251
240 411
331 274
135 362
154 551
222 384
317 278
160 331
140 314
315 439
329 461
332 472
296 530
281 542
312 533
228 397
133 233
234 577
171 555
157 459
296 418
177 429
135 548
238 384
149 264
287 546
283 344
360 245
351 500
236 559
156 240
333 258
163 510
329 537
164 585
181 555
254 566
132 428
373 228
142 311
179 382
144 347
147 336
141 516
314 512
162 451
382 248
150 575
161 534
180 587
168 334
313 356
147 324
148 316
137 310
159 377
142 247
206 581
309 433
372 246
153 369
132 523
309 535
160 465
301 352
170 505
341 543
321 329
278 559
291 374
171 322
136 588
157 422
281 419
275 347
302 316
137 422
315 515
173 483
203 552
152 424
260 417
303 462
158 366
313 529
307 417
173 256
341 292
223 392
278 352
291 373
159 407
269 579
132 298
254 567
276 555
161 504
147 294
174 270
339 456
181 579
264 422
313 320
140 276
159 308
265 352
339 460
164 410
182 403
238 385
167 351
192 587
217 408
309 444
323 436
142 373
323 503
140 369
159 362
290 576
178 374
318 499
310 496
222 586
302 337
160 548
171 424
175 299
170 520
339 485
136 449
150 496
141 546
169 587
264 363
157 234
348 289
336 275
170 540
354 248
144 317
320 319
345 250
271 568
229 573
286 348
242 552
310 530
333 477
170 480
187 393
