467.000000 94.000000 
453.000000 104.000000 
364.000000 165.000000 
281.000000 201.000000 
171.000000 252.000000 
87.000000 286.000000 
77.000000 301.000000 
124.000000 352.000000 
80.000000 373.000000 
186.000000 390.000000 
251.000000 422.000000 
201.000000 483.000000 
236.000000 538.000000 
278.000000 598.000000 
275.000000 606.000000 
292.000000 611.000000 
329.000000 621.000000 
357.000000 619.000000 
397.000000 613.000000 
424.000000 581.000000 
467.000000 518.000000 
447.000000 488.000000 
425.000000 486.000000 
440.000000 451.000000 
424.000000 429.000000 
460.000000 386.000000 
482.000000 337.000000 
537.000000 295.000000 
549.000000 276.000000 
574.000000 237.000000 
570.000000 231.000000 
534.000000 219.000000 
521.000000 208.000000 
587.000000 144.000000 
612.000000 148.000000 
598.000000 144.000000 
483.000000 104.000000 
