410.000000 744.000000 
436.000000 725.000000 
492.000000 700.000000 
613.000000 717.000000 
622.000000 713.000000 
661.000000 648.000000 
677.000000 634.000000 
686.000000 613.000000 
755.000000 544.000000 
781.000000 508.000000 
828.000000 469.000000 
817.000000 446.000000 
827.000000 427.000000 
768.000000 357.000000 
754.000000 344.000000 
792.000000 284.000000 
784.000000 272.000000 
758.000000 224.000000 
707.000000 231.000000 
760.000000 203.000000 
696.000000 169.000000 
717.000000 106.000000 
724.000000 93.000000 
722.000000 92.000000 
701.000000 81.000000 
723.000000 59.000000 
677.000000 88.000000 
631.000000 183.000000 
593.000000 184.000000 
531.000000 232.000000 
502.000000 279.000000 
400.000000 333.000000 
300.000000 320.000000 
256.000000 286.000000 
138.000000 254.000000 
143.000000 272.000000 
181.000000 313.000000 
147.000000 298.000000 
138.000000 312.000000 
112.000000 337.000000 
134.000000 360.000000 
110.000000 365.000000 
110.000000 376.000000 
106.000000 397.000000 
145.000000 427.000000 
103.000000 481.000000 
77.000000 481.000000 
99.000000 518.000000 
116.000000 539.000000 
181.000000 565.000000 
260.000000 630.000000 
299.000000 675.000000 
401.000000 719.000000 
